OBJECTID,Event_ID,EvB_Wpt_Id,SwB_Wpt_ID,Event_Date,CPA,ObType,ObOrder,ObOrder2,Year_,Ship,Observer,ObLocation,Approx,Species,Count_,IS_WW,WW_Speed,LAT,LONG_,Y_PROJ,X_PROJ,NDateS,NDateD,WptID,DateD,TimeD,DateTim,DateTxt,TimeTxt,TrkID,Vessel_Azi,X_GPS_UTM,Y_GPS_UTM,Vessel_Kts,X_BB_UTM,Y_BB_UTM,X_MM_UTM,Y_MM_UTM,BB_MM_Azi,BB_MM_Dist,BB_MM_Bear,Subarea1,Subarea2,Subarea3,VslDepth_m,VslDstSh_m,MMDepth_m,MMDstSh_m,RadComment,RadContact,RadioBy,RadioResp,RadioTime,R_Contact,Month_,season,Direction,Orientation,Behavior,Clouds,Rain,Wind,SeaState,Visibility,Shape
659,2008-07-02-K,2008-07-02-K-010,2008-07-02-K-010,7/2/2008,N,MultiOb,2,1,2008,Statendam,Karin,Starboard,y,humpback whale,1,n,0,58.30769612,-135.7884997,58.30769612,-135.7884997,7/2/2008,7/2/2008,331,7/2/2008,6:05:02,7/2/2008,20080702,06:05:02,35141,286.9883029,453793.54,6463238.294,13.49541012,453780.0447,6463240.325,453004.54,6462624.074,51.52774576,990.5419292,-55.46055711,Lower Bay,Outside,Outside,-106,2265.441817,-102,1629.081676,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,40,none,light,calm,excellent,
660,2008-07-07-K,2008-07-07-K-010,2008-07-07-K-009,7/7/2008,N,MultiOb,2,2,2008,Amsterdam,Karin,Port,y,humpback whale,2,n,0,58.30770761,-135.7903473,58.30770761,-135.7903473,7/7/2008,7/7/2008,467,7/7/2008,6:06:07,7/7/2008,20080707,06:06:07,44151,285.3045957,453685.2913,6463240.842,13.35824533,453671.6862,6463248.713,452778.338,6462455.215,48.3875866,1194.868047,-56.91700908,Lower Bay,Outside,Outside,-104,2254.088905,-99,1491.332485,,,,,,,7,1,G/A-Ag/Aw,4-45-degrees,BL-Blowing,90,none,moderate,calm,excellent,
661,2010-08-30-K,2010-08-30-K-015,2010-08-30-K-013,8/30/2010,N,MultiOb,10,3,2010,Zaandam,Karin,Port,y,humpback whale,1,n,0,58.34552508,0,58.34552508,-135.9581434,8/30/2010,8/30/2010,474,8/30/2010,6:21:39,8/30/2010,20100830,06:21:39,35018,353.3098634,443912.6612,6467578.799,7.119994807,443912.8768,6467594.129,443547.9602,6469341.402,348.2033861,1784.972733,-5.106477362,Lower Bay,Outside,Outside,-69,4437.969964,-71,3374.768986,,,,,,,8,1,A-Away,90-Perpendicular,SA-Surface-active,100,none,light,calm,excellent,
662,2009-09-07-K,2009-09-07-K-091,2009-09-07-K-089,9/7/2009,N,MultiOb,2,3,2009,Zaandam,Karin,Port,n,humpback whale,1,y,13,58.34563656,-136.0486106,58.34563656,-136.0486106,9/7/2009,9/7/2009,2185,9/7/2009,17:20:26,9/7/2009,20090907,17:20:26,148866,238.0766418,438617.3818,6467670.158,15.17570168,438603.4231,6467663.817,436618.4249,6467732.977,271.9954477,1986.202675,33.91880591,Lower Bay,Outside,Lower Bay,-61,2470.8473,-68,851.802224,,,,,,,9,0,G-Against,0-Parallel,SA-Surface-active,100,none,moderate,2',excellent,
663,2009-07-20-K,2009-07-20-K-090,2009-07-20-K-089,7/20/2009,Y,MultiOb,1,2,2009,Zaandam,Karin,Port,n,humpback whale,1,y,13,58.34580839,-136.0402861,58.34580839,-136.0402861,7/20/2009,7/20/2009,1383,7/20/2009,18:14:18,7/20/2009,20090720,18:14:18,94566,219.5525926,439104.9495,6467681.726,13.02340451,439093.7283,6467671.279,438466.4199,6468018.384,298.9568035,716.9361855,79.40421087,Lower Bay,Outside,Lower Bay,-56,2832.05268,-55,2144.128528,,,,,,,7,1,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,none,strong,1',excellent,
664,2010-07-07-N,2010-07-07-N-005,2010-07-07-N-002,7/7/2010,Y,MultiOb,1,4,2010,Zuiderdam,Nat,Starboard,y,humpback whale,3,y,13,58.46179247,0,58.46179247,-136.0300042,7/7/2010,7/7/2010,2016,7/7/2010,7:10:03,7/7/2010,20100707,07:10:03,219846,318.6670359,439904.5285,6480585.218,15.52853973,439894.9938,6480594.545,438897.3572,6481954.664,323.7402487,1686.772966,5.073212825,Lower Bay,Lower Bay,Lower Bay,-67,2040.215962,-79,1624.427304,,,,,,,7,1,W-With,0-Parallel,DF-Dive-fluke-up,100,none,strong,1',good,
665,2011-07-08-N,2011-07-08-N-004,2011-07-08-N-002,7/8/2011,N,MultiOb,5,3,2011,Island Princess,Nat,Starboard,y,humpback whale,2,y,13,58.46025238,0,58.46025238,-136.0311997,7/8/2011,7/8/2011,1070,7/8/2011,9:30:07,7/8/2011,20110708,09:30:07,159782,339.4341745,439832.1496,6480414.825,8.87807532,439824.0715,6480427.815,438778.3157,6483223.59,339.4917591,2984.956132,0.057584554,Lower Bay,Lower Bay,Lower Bay,-67,2172.934174,-88,2327.026086,,,,,,,7,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
666,2010-09-01-N,2010-09-01-N-003,2010-09-01-N-002,9/1/2010,Y,MultiOb,1,2,2010,Zuiderdam,Nat,Starboard,n,humpback whale,2,y,13,58.4603103,0,58.4603103,-136.0267065,9/1/2010,9/1/2010,3526,9/1/2010,6:15:41,9/1/2010,20100901,06:15:41,414779,323.6879305,440094.402,6480417.26,15.16557348,440085.128,6480428.191,440395.7803,6480968.014,29.91915115,622.8274972,66.23122069,Lower Bay,Lower Bay,Lower Bay,-67,1936.245088,-48,1455.746452,,,,,,,9,0,G-Against,0-Parallel,BL-Blowing,100,none,moderate,calm,excellent,
667,2012-06-21-N,2012-06-21-N-005,2012-06-21-N-005,6/21/2012,Y,Single,1,1,2012,Sapphire Princess,Nat,Starboard,n,humpback whale,3,y,13,58.4603543,0,58.4603543,-136.032651,6/21/2012,6/21/2012,836,6/21/2012,6:37:34,6/21/2012,20120621,06:37:34,151600,337.0991383,439747.6519,6480427.472,6.562255152,439731.4759,6480455.485,440189.0379,6481011.107,39.47191415,719.7767504,62.37277582,Lower Bay,Lower Bay,Lower Bay,-67,2245.05162,-48,1648.700743,,,,,,,6,1,G-Against,0-Parallel,BL-Blowing,50,none,moderate,calm,excellent,
668,2008-05-13-N,2008-05-13-N-004,2008-05-13-N-004,5/13/2008,N,MultiOb,2,1,2008,Veendam,Nat,Port,n,humpback whale,1,y,20,58.46053384,-136.0390886,58.46053384,-136.0390886,5/13/2008,5/13/2008,146,5/13/2008,7:06:56,5/13/2008,20080513,07:06:56,25292,327.6402417,439372.3609,6480453.249,17.3343273,439367.2947,6480466.849,439625.5784,6481046.909,204.0020214,634.9643161,56.36177979,Lower Bay,Lower Bay,Lower Bay,-68,2005.185451,-73,2182.269095,,,,,,,5,0,A-Away,9-Perpendicular,BL-Blowing,100,none,light,calm,excellent,
669,2009-07-01-K,2009-07-01-K-039,2009-07-01-K-038,7/1/2009,Y,MultiOb,1,2,2009,Zuiderdam,Karin,Starboard,n,humpback whale,1,y,20,58.46066619,-136.0260824,58.46066619,-136.0260824,7/1/2009,7/1/2009,966,7/1/2009,7:03:46,7/1/2009,20090701,07:03:46,65490,319.0023774,440131.4208,6480456.327,15.23483335,440120.5301,6480465.807,439892.658,6480941.557,334.4067381,527.5066738,15.40436069,Lower Bay,Lower Bay,Lower Bay,-60,1885.399068,-71,1952.880048,,,,,,,7,1,GT-Ag/To,45-45-degrees,DF-Dive-fluke-up,100,none,light,calm,excellent,
670,2010-07-11-N,2010-07-11-N-004,2010-07-11-N-004,7/11/2010,Y,Single,1,1,2010,Volendam,Nat,Starboard,y,humpback whale,1,y,13,58.46068732,0,58.46068732,-136.0319079,7/11/2010,7/11/2010,2120,7/11/2010,7:15:46,7/11/2010,20100711,07:15:46,232173,337.7315837,439791.5739,6480463.882,9.32035994,439787.6889,6480470.731,440746.4568,6481190.476,53.10449144,1198.861932,75.37290776,Lower Bay,Lower Bay,Lower Bay,-67,2190.361575,-39,1070.205297,,,,,,,7,1,W-With,0-Parallel,DF-Dive-fluke-up,100,light,moderate,1',excellent,
671,2010-05-31-N,2010-05-31-N-007,2010-05-31-N-007,5/31/2010,N,MultiOb,5,1,2010,Zaandam,Nat,Starboard,y,humpback whale,2,y,13,58.46070986,0,58.46070986,-136.0309767,5/31/2010,5/31/2010,824,5/31/2010,7:22:37,5/31/2010,20100531,07:22:37,88645,336.652995,439845.9439,6480465.558,9.245969733,439839.002,6480479.117,439133.7639,6481785.624,331.640315,1484.695719,-5.01267992,Lower Bay,Lower Bay,Lower Bay,-67,2139.716216,-80,1782.066146,,,,,,,5,0,T-Toward,90-Perpendicular,SA-Surface-active,95,none,moderate,calm,excellent,
672,2008-07-14-N,2008-07-14-N-002,2008-07-14-N-002,7/14/2008,Y,Single,1,1,2008,Diamond Princess,Nat,Starboard,n,humpback whale,1,y,13,58.46087473,-136.0176869,58.46087473,-136.0176869,7/14/2008,7/14/2008,1653,7/14/2008,10:46:15,7/14/2008,20080714,10:46:15,260064,312.783351,440621.6026,6480472.098,14.75577055,440595.2172,6480493.791,440150.6788,6480547.527,96.89249091,447.7744151,-35.89086012,Lower Bay,Lower Bay,Lower Bay,-32,1457.142767,-60,1828.092336,,,,,,,7,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,90,none,light,calm,excellent,
673,2007-05-23-N,2007-05-23-N-121,2007-05-23-N-121,5/23/2007,Y,Single,1,1,2007,Island Princess,Nat,Port,y,humpback whale,1,n,0,58.46083299,-136.0339644,58.46083299,-136.0339644,5/23/2007,5/23/2007,2668,5/23/2007,11:37:55,5/23/2007,20070523,11:37:55,348845,330.9620646,439671.8392,6480481.944,13.3040739,439666.307,6480496.029,439721.1539,6480567.359,217.5572203,89.978839,66.59515576,Lower Bay,Lower Bay,Lower Bay,-68,2294.497475,-67,2218.353009,,,,,,,5,0,,,,100,none,moderate,calm,excellent,
674,2009-07-01-K,2009-07-01-K-090,2009-07-01-K-089,7/1/2009,N,MultiOb,2,2,2009,Zuiderdam,Karin,Starboard,y,humpback whale,1,y,20,58.46110901,-136.0297165,58.46110901,-136.0297165,7/1/2009,7/1/2009,1017,7/1/2009,16:17:16,7/1/2009,20090701,16:17:16,68467,139.639545,439920.1507,6480508.869,14.84147154,439930.9353,6480499.268,440066.623,6478514.297,176.0894869,1989.603883,36.44994193,Lower Bay,Lower Bay,Lower Bay,-67,2054.431564,-52,2413.138472,,,,,,,7,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,95,none,moderate,2',excellent,
675,2010-08-15-K,2010-08-15-K-075,2010-08-15-K-070,8/15/2010,N,MultiOb,2,6,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,58.30842066,0,58.30842066,-135.7942891,8/15/2010,8/15/2010,373,8/15/2010,17:42:54,8/15/2010,20100815,17:42:54,26663,91.30279224,453455.2408,6463322.947,18.05272284,453463.0033,6463320.77,454014.0436,6463105.048,111.3794555,591.7614428,20.07666325,Lower Bay,Outside,Outside,-104,2323.851178,-106,2180.258201,"seemed like ship altered course to veer to port side of whale, bridge officer annoucnes over pa that a whale will be passing on the starboard side of the ship, but never confirmed whether it was a course alteration",,,,,,8,1,T-Toward,90-Perpendicular,BL-Blowing,10,none,light,calm,excellent,
676,2008-06-18-K,2008-06-18-K-066,2008-06-18-K-066,6/18/2008,N,MultiOb,2,1,2008,Statendam,Karin,Port,y,humpback whale,2,n,0,58.30844362,-135.8140599,58.30844362,-135.8140599,6/18/2008,6/18/2008,225,6/18/2008,15:50:37,6/18/2008,20080618,15:50:37,22336,102.559712,452296.7506,6463339.34,16.98415444,452309.4926,6463334.452,453795.8549,6463389.07,267.8955426,1487.365447,-14.6641694,Lower Bay,Outside,Outside,-95,2473.502762,-106,2414.910445,,,,,,,6,1,A-Away,9-Perpendicular,BL-Blowing,100,none,light,1',excellent,
677,2008-06-11-K,2008-06-11-K-010,2008-06-11-K-009,6/11/2008,N,MultiOb,3,2,2008,Statendam,Karin,Starboard,n,humpback whale,3,n,0,58.30854764,-135.8017019,58.30854764,-135.8017019,6/11/2008,6/11/2008,10,6/11/2008,4:55:35,6/11/2008,20080611,04:55:35,572,283.4598152,453021.0377,6463342.232,11.04977632,453007.443,6463343.429,452768.4532,6464173.586,163.9396684,863.8725584,60.47985316,Lower Bay,Outside,Outside,-101,2345.948996,-99,3192.710279,,,,,,,6,1,G-Against,0-Parallel,BL-Blowing,100,none,light,calm,excellent,
678,2009-07-01-N,2009-07-01-N-010,2009-07-01-N-010,7/1/2009,Y,Single,1,1,2009,Island Princess,Nat,Starboard,n,humpback whale,1,n,0,58.52697526,-136.0573016,58.52697526,-136.0573016,7/1/2009,7/1/2009,1526,7/1/2009,10:53:02,7/1/2009,20090701,10:53:02,183497,1.132002562,438426.1378,6487866.952,18.96181295,438424.4345,6487881.989,437087.6303,6488696.862,301.3651529,1565.587445,-59.76684971,Lower Bay,Middle Bay,Middle Bay,-96,2238.544628,-87,2643.809151,,,,,,,7,1,U-Unsure,U-Unsure,SA-Surface-active,100,none,moderate,calm,poor,
679,2007-08-01-K,2007-08-01-K-044,2007-08-01-K-044,8/1/2007,N,MultiOb,3,1,2007,Zuiderdam,Karin,Port,y,humpback whale,2,n,0,58.52717282,-136.0601822,58.52717282,-136.0601822,8/1/2007,8/1/2007,5560,8/1/2007,16:38:06,8/1/2007,20070801,16:38:06,845897,188.7392216,438258.7361,6487891.592,13.71281549,438255.7269,6487878.598,438843.4631,6485979.036,342.8076128,1988.408861,-25.93160884,Lower Bay,Middle Bay,Middle Bay,-97,2396.467104,-97,1238.973562,,,,,,,8,1,,,,40,none,light,calm,excellent,
680,2009-09-07-K,2009-09-07-K-070,2009-09-07-K-069,9/7/2009,Y,MultiOb,1,2,2009,Zaandam,Karin,Port,n,humpback whale,3,n,0,58.52721255,-136.063506,58.52721255,-136.063506,9/7/2009,9/7/2009,2164,9/7/2009,16:16:59,9/7/2009,20090907,16:16:59,148104,177.0037256,438065.247,6487899.075,14.85588989,438064.0443,6487883.791,437450.5718,6486780.985,209.0864465,1261.954911,32.08272083,Lower Bay,Middle Bay,Middle Bay,-97,2569.982365,-92,1580.567693,,,,,,,9,0,W-With,0-Parallel,DF-Dive-fluke-up,100,none,moderate,1',excellent,
681,2007-06-15-N,2007-06-15-N-005,2007-06-15-N-005,6/15/2007,N,MultiOb,2,1,2007,Pacific Princess,Nat,Starboard,n,humpback whale,1,n,0,58.52724516,-136.0597069,58.52724516,-136.0597069,6/15/2007,6/15/2007,3500,6/15/2007,11:31:16,6/15/2007,20070615,11:31:16,490229,357.9420154,438286.5387,6487899.209,13.2249621,438285.1623,6487909.666,438105.8018,6488455.46,161.8082752,574.5092906,-16.13374019,Lower Bay,Middle Bay,Middle Bay,-97,2375.814148,-98,2832.727293,,,,,,,6,1,,,,80,none,light,calm,excellent,
682,2009-08-12-N,2009-08-12-N-062,2009-08-12-N-061,8/12/2009,Y,MultiOb,1,2,2009,Island Princess,Nat,Starboard,n,humpback whale,2,n,0,58.52733241,-136.0605347,58.52733241,-136.0605347,8/12/2009,8/12/2009,2829,8/12/2009,19:27:41,8/12/2009,20090812,19:27:41,347397,175.8858309,438238.4865,6487909.683,13.35530581,438241.5575,6487894.865,437269.5912,6487031.143,228.3746052,1300.282869,52.48877426,Lower Bay,Middle Bay,Middle Bay,-97,2422.922324,-81,1531.797552,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,70,none,moderate,calm,excellent,
683,2008-09-10-N,2008-09-10-N-030,2008-09-10-N-030,9/10/2008,N,MultiOb,4,1,2008,Statendam,Nat,Starboard,y,humpback whale,2,y,13,58.52733837,-136.0619091,58.52733837,-136.0619091,9/10/2008,9/10/2008,2981,9/10/2008,15:38:18,9/10/2008,20080910,15:38:18,494506,179.9348434,438158.4625,6487911.611,13.1025864,438160.479,6487897.114,435152.9582,6484466.337,41.23876902,4562.390711,41.30392561,Lower Bay,Middle Bay,Middle Bay,-97,2494.104572,214748364,0,,,,,,,9,0,U-Unsure,U-Unsure,BL-Blowing,100,light,moderate,1',good,
684,2008-08-27-N,2008-08-27-N-028,2008-08-27-N-027,8/27/2008,N,MultiOb,2,2,2008,Statendam,Nat,Starboard,y,humpback whale,1,y,13,58.52736242,-136.0600033,58.52736242,-136.0600033,8/27/2008,8/27/2008,2626,8/27/2008,15:31:07,8/27/2008,20080827,15:31:07,439802,180.1030932,438269.4855,6487912.536,12.95449835,438271.4594,6487898.032,438453.1825,6487110.473,347.0068642,808.2533524,-13.09622902,Lower Bay,Middle Bay,Middle Bay,-97,2397.20205,-97,1852.453362,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,50,none,light,calm,good,
685,2008-08-02-N,2008-08-02-N-032,2008-08-02-N-032,8/2/2008,N,MultiOb,4,1,2008,Island Princess,Nat,Port,y,humpback whale,1,y,13,58.52744758,-136.0624069,58.52744758,-136.0624069,8/2/2008,8/2/2008,2069,8/2/2008,15:19:52,8/2/2008,20080802,15:19:52,339992,187.8780889,438129.6663,6487924.229,12.54137856,438124.6386,6487909.781,439149.629,6486406.364,325.7148646,1819.579451,-42.16322428,Lower Bay,Middle Bay,Middle Bay,-97,2525.428709,-94,988.8415461,,,,,,,8,1,T-Toward,90-Perpendicular,DN-Dive-no-fluke,100,none,light,calm,excellent,
686,2008-08-11-K,2008-08-11-K-005,2008-08-11-K-004,8/11/2008,N,MultiOb,2,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.30041259,-135.7619158,58.30041259,-135.7619158,8/11/2008,8/11/2008,1177,8/11/2008,5:43:33,8/11/2008,20080811,05:43:33,96906,291.026594,455342.1554,6462409.454,10.67273225,455328.6851,6462416.775,450938.8894,6461481.54,77.97309878,4488.314749,-33.05349526,Lower Bay,Outside,Outside,-122,1973.174979,-99,1276.515568,,,,,,,8,1,T-Toward,9-Perpendicular,DN-Dive-no-fluke,100,none,light,1',excellent,
687,2008-07-28-K,2008-07-28-K-004,2008-07-28-K-002,7/28/2008,Y,MultiOb,1,3,2008,Amsterdam,Karin,Starboard,y,humpback whale,1,n,0,58.3004669,-135.7575525,58.3004669,-135.7575525,7/28/2008,7/28/2008,884,7/28/2008,5:51:08,7/28/2008,20080728,05:51:08,74389,278.9560507,455597.9598,6462412.615,10.26575874,455582.6338,6462413.006,453151.7314,6461897.114,78.01832157,2485.041419,-20.93772912,East Icy,Outside,Outside,-122,2140.402585,-99,901.6776256,,,,,,,7,1,T-Toward,9-Perpendicular,DF-Dive-fluke-up,100,moderate,strong,2',excellent,
688,2008-06-23-K,2008-06-23-K-006,2008-06-23-K-006,6/23/2008,N,MultiOb,2,1,2008,Amsterdam,Karin,Port,n,humpback whale,2,n,0,58.30043362,-135.7656164,58.30043362,-135.7656164,6/23/2008,6/23/2008,253,6/23/2008,5:50:46,6/23/2008,20080623,05:50:46,27350,289.0263464,455125.2855,6462414.256,10.62238203,455111.5679,6462421.101,454916.1354,6462703.185,145.2850944,343.168988,36.258748,Lower Bay,Outside,Outside,-117,1853.706017,-116,2010.050602,,,,,,,6,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,1',excellent,
689,2008-08-31-K,2008-08-31-K-093,2008-08-31-K-093,8/31/2008,Y,Single,1,1,2008,Ryndam,Karin,Starboard,y,humpback whale,1,n,0,58.30028594,-135.7899644,58.30028594,-135.7899644,8/31/2008,8/31/2008,1561,8/31/2008,17:07:42,8/31/2008,20080831,17:07:42,127531,104.9658748,453698.0339,6462414.297,14.31745216,453711.5925,6462412.743,453852.7278,6461426.443,351.8565042,996.3471916,66.89062941,Lower Bay,Outside,Outside,-103,1436.823615,-109,542.5525812,,,,,,,8,1,W/A-Wi/Aw,4-45-degrees,DF-Dive-fluke-up,95,none,moderate,1',excellent,
690,2008-07-07-K,2008-07-07-K-014,2008-07-07-K-012,7/7/2008,Y,MultiOb,1,2,2008,Amsterdam,Karin,Port,y,humpback whale,2,n,0,58.31651984,-135.8626512,58.31651984,-135.8626512,7/7/2008,7/7/2008,471,7/7/2008,6:16:46,7/7/2008,20080707,06:16:46,44279,282.602844,449460.9527,6464273.942,12.49298051,449446.5553,6464279.21,447110.2747,6463423.008,69.87308673,2488.230051,-32.72975725,Lower Bay,Outside,Outside,-63,4426.364223,-33,5416.575595,,,,,,,7,1,W/A-Wi/Aw,4-45-degrees,BL-Blowing,90,none,moderate,calm,excellent,
691,2010-07-19-K,2010-07-19-K-032,2010-07-19-K-032,7/19/2010,N,MultiOb,3,1,2010,Zaandam,Karin,Starboard,y,humpback whale,1,n,0,58.32801051,0,58.32801051,-135.9200658,7/19/2010,7/19/2010,31,7/19/2010,6:22:20,7/19/2010,20100719,06:22:20,1517,308.3032849,446114.8908,6465597.757,9.315730323,446101.7231,6465605.609,445930.1273,6466062.124,339.3996946,487.7006548,31.09640976,Lower Bay,Outside,Outside,-37,5637.196515,-40,5191.163351,,,,,,,7,1,T-Toward,90-Perpendicular,BL-Blowing,100,none,light,calm,excellent,
692,2008-07-21-K,2008-07-21-K-016,2008-07-21-K-016,7/21/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.32817068,-135.93298,58.32817068,-135.93298,7/21/2008,7/21/2008,817,7/21/2008,6:19:23,7/21/2008,20080721,06:19:23,68683,316.6654584,445358.8242,6465625.999,9.81740318,445349.8478,6465638.427,440358.8543,6465634.725,89.95750429,4990.99487,-46.70795413,Lower Bay,Outside,Outside,-47,5711.373524,-56,1544.322877,,,,,,,7,1,W/A-Wi/Aw,4-45-degrees,DF-Dive-fluke-up,80,none,light,calm,excellent,
693,2009-08-09-K,2009-08-09-K-090,2009-08-09-K-088,8/9/2009,N,MultiOb,2,2,2009,Volendam,Karin,Starboard,y,humpback whale,2,n,0,58.32743718,-136.0613818,58.32743718,-136.0613818,8/9/2009,8/9/2009,1684,8/9/2009,17:01:00,8/9/2009,20090809,17:01:00,118020,258.472495,437837.8825,6465655.731,15.74546717,437830.6297,6465652.21,437393.5598,6465252.844,227.5809082,592.0506615,-30.89158678,Lower Bay,Outside,Outside,-94,1308.124586,-100,1187.432627,,,,,,,8,1,W-With,0-Parallel,BL-Blowing,100,none,moderate,1',excellent,
694,2009-08-26-K,2009-08-26-K-007,2009-08-26-K-007,8/26/2009,N,MultiOb,2,1,2009,Zuiderdam,Karin,Starboard,y,humpback whale,1,n,0,58.32862741,-135.9163038,58.32862741,-135.9163038,8/26/2009,8/26/2009,1942,8/26/2009,6:18:58,8/26/2009,20090826,06:18:58,134564,299.9401986,446336.1424,6465663.433,13.36217663,446322.7526,6465668.837,445194.3932,6470531.305,346.9354671,4991.672679,46.99526853,Lower Bay,Outside,Outside,-37,5560.644649,-69,1343.543948,,,,,,,8,1,U-Unsure,U-Unsure,SA-Surface-active,100,light,light,calm,excellent,
695,2011-07-20-N,2011-07-20-N-003,2011-07-20-N-003,7/20/2011,N,MultiOb,4,1,2011,Zuiderdam,Nat,Starboard,y,humpback whale,1,y,13,58.47893572,0,58.47893572,-136.0469399,7/20/2011,7/20/2011,1350,7/20/2011,6:40:57,7/20/2011,20110720,06:40:57,199975,337.1404355,438946.1998,6482509.092,11.07464292,438938.4132,6482522.413,438486.1953,6483936.737,342.2687698,1484.861255,5.128334282,Lower Bay,Lower Bay,Lower Bay,-86,1965.86968,-92,2292.277553,,,,,,,7,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,40,none,moderate,calm,excellent,
696,2008-07-11-N,2008-07-11-N-005,2008-07-11-N-004,7/11/2008,Y,MultiOb,1,2,2008,Zaandam,Nat,Starboard,y,humpback whale,1,y,13,58.47926874,-136.0433711,58.47926874,-136.0433711,7/11/2008,7/11/2008,1520,7/11/2008,7:15:33,7/11/2008,20080711,07:15:33,239728,342.7190103,439154.8829,6482542.931,17.18490598,439148.4579,6482556.851,438060.2462,6482468.306,85.34825838,1091.808074,-77.37075194,Lower Bay,Lower Bay,Lower Bay,-86,2152.559773,-31,1289.928976,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,100,none,moderate,calm,excellent,
697,2007-09-03-N,2007-09-03-N-002,2007-09-03-N-002,9/3/2007,Y,Single,1,1,2007,Sapphire Princess,Nat,Starboard,y,humpback whale,1,y,13,58.47927896,-136.0452101,58.47927896,-136.0452101,9/3/2007,9/3/2007,6901,9/3/2007,10:48:10,9/3/2007,20070903,10:48:10,1067448,341.0301648,439047.6636,6482545.735,12.53048045,439034.0372,6482579.225,439488.8084,6482780.296,246.1479624,497.239004,85.11779758,Lower Bay,Lower Bay,Lower Bay,-86,2068.835511,-86,2143.524404,,,,,,,9,0,,,,10,none,light,calm,excellent,
698,2006-07-19-K,2006-07-19-K-375,2006-07-19-K-375,7/19/2006,Y,Single,1,1,2006,Zuiderdam,Karin,port,y,humpback whale,1,y,20,58.4772689,-136.0397022,58.4772689,-136.0397022,7/19/2006,7/19/2006,373,7/19/2006,7:18:29,7/19/2006,20060719,07:18:29,38459,341.1021554,439365.3841,6482316.967,15.90200826,439362.1063,6482330.191,439344.911,6482332.962,99.15594735,17.41718966,-61.94620808,Lower Bay,Lower Bay,Lower Bay,-88,2206.707817,-88,2196.643744,,,,,,,7,1,,,,70,none,moderate,1',excellent,
699,2009-06-28-K,2009-06-28-K-032,2009-06-28-K-032,6/28/2009,Y,Single,1,1,2009,Volendam,Karin,Starboard,n,humpback whale,1,y,20,58.4772813,-136.0464592,58.4772813,-136.0464592,6/28/2009,6/28/2009,880,6/28/2009,7:09:51,6/28/2009,20090628,07:09:51,59311,339.3005513,438971.3584,6482324.463,17.37843362,438966.7269,6482331.062,439052.6419,6482445.883,36.80573685,143.4058269,57.50518553,Lower Bay,Lower Bay,Lower Bay,-86,1875.738917,-86,2012.595852,,,,,,,6,1,G-Against,0-Parallel,DN-Dive-no-fluke,30,none,moderate,2',excellent,
700,2008-08-20-K,2008-08-20-K-057,2008-08-20-K-057,8/20/2008,N,MultiOb,2,1,2008,Statendam,Karin,Port,y,humpback whale,1,y,13,58.47750787,-136.047368,58.47750787,-136.047368,8/20/2008,8/20/2008,1363,8/20/2008,15:45:57,8/20/2008,20080820,15:45:57,113357,169.9919966,438918.756,6482350.514,12.39495733,438919.1325,6482336.871,438937.6034,6481150.75,359.1078348,1186.264811,9.115838113,Lower Bay,Lower Bay,Lower Bay,-86,1848.241587,-76,1490.437929,,,,,,,8,1,U-Unsure,U - Unsure,BL-Blowing,10,none,moderate,2',excellent,
701,2008-09-15-K,2008-09-15-K-007,2008-09-15-K-006,9/15/2008,N,MultiOb,2,2,2008,Amsterdam,Karin,Starboard,n,humpback whale,1,y,13,58.4775398,-136.0445535,58.4775398,-136.0445535,9/15/2008,9/15/2008,1758,9/15/2008,7:19:41,9/15/2008,20080915,07:19:41,141511,341.7165075,439082.9395,6482351.514,12.16763181,439076.2719,6482365.319,438556.1973,6483436.297,154.0984464,1190.575733,-7.618061144,Lower Bay,Lower Bay,Lower Bay,-86,1983.149111,-88,2317.00735,,,,,,,9,0,W-With,0-Parallel,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
702,2009-08-16-K,2009-08-16-K-017,2009-08-16-K-017,8/16/2009,N,MultiOb,2,1,2009,Volendam,Karin,Starboard,y,humpback whale,1,y,13,58.46539761,-136.0360985,58.46539761,-136.0360985,8/16/2009,8/16/2009,1798,8/16/2009,6:45:22,8/16/2009,20090816,06:45:22,125111,331.396438,439555.1657,6480992.054,16.15690976,439549.6708,6480997.953,439081.2434,6481359.665,307.6747736,591.8277949,-23.72166444,Lower Bay,Lower Bay,Lower Bay,-73,2116.211782,-76,1641.603134,,,,,,,8,1,G-Against,0-Parallel,BL-Blowing,100,moderate,none,1',poor,
