OBJECTID,Event_ID,EvB_Wpt_Id,SwB_Wpt_ID,Event_Date,CPA,ObType,ObOrder,ObOrder2,Year_,Ship,Observer,ObLocation,Approx,Species,Count_,IS_WW,WW_Speed,LAT,LONG_,Y_PROJ,X_PROJ,NDateS,NDateD,WptID,DateD,TimeD,DateTim,DateTxt,TimeTxt,TrkID,Vessel_Azi,X_GPS_UTM,Y_GPS_UTM,Vessel_Kts,X_BB_UTM,Y_BB_UTM,X_MM_UTM,Y_MM_UTM,BB_MM_Azi,BB_MM_Dist,BB_MM_Bear,Subarea1,Subarea2,Subarea3,VslDepth_m,VslDstSh_m,MMDepth_m,MMDstSh_m,RadComment,RadContact,RadioBy,RadioResp,RadioTime,R_Contact,Month_,season,Direction,Orientation,Behavior,Clouds,Rain,Wind,SeaState,Visibility,Shape
6939,2015-06-21-K,2015-06-21-K-044,2015-06-21-K-043,6/21/2015,Y,MultiOb,1,2,2015,Volendam,Katja,Starboard,n,humpback whale,5,n,0,,-136.1322488,58.65092131,-136.1322488,6/21/2015,6/21/2015,399,6/21/2015,13:51:13,6/21/2015,20150621,13:51:13,63084,140.183604,434294.4639,6501737.434,19.48536025,434301.0011,6501732.716,434708.9031,6496818.89,175.2546954,4930.727114,35.07109134,Middle Bay,middle bay,middle bay,-227,3794.606287,-68,214.7437706,,,,,,n,6,1,GA-Ag/Away,45-45-degrees,BL-Blowing,0,none,moderate,calm,excellent,
6940,2015-06-21-K,2015-06-21-K-045,2015-06-21-K-042,6/21/2015,N,MultiOb,3,2,2015,Volendam,Katja,Starboard,n,humpback whale,1,n,0,,-136.1192295,58.64304895,-136.1192295,6/21/2015,6/21/2015,400,6/21/2015,13:53:08,6/21/2015,20150621,13:53:08,63107,140.1965289,435035.3182,6500848.288,19.53606066,435041.8543,6500843.569,432951.2378,6496612.23,206.29302,4719.629718,66.09649108,Middle Bay,middle bay,middle bay,-268,3809.561455,-87,405.5986619,,,,,,n,6,1,WT-With/To,45-45-degrees,BL-Blowing,0,none,moderate,calm,excellent,
6941,2015-06-21-K,2015-06-21-K-046,2015-06-21-K-042,6/21/2015,N,MultiOb,2,3,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0821048,58.61962915,-136.0821048,6/21/2015,6/21/2015,401,6/21/2015,13:58:46,6/21/2015,20150621,13:58:46,63175,148.7453752,437148.0174,6498205.492,19.46730867,437153.7793,6498199.853,440889.8085,6495705.744,123.7263955,4492.047945,-25.01897977,Middle Bay,middle bay,middle bay,-248,2493.544892,-157,4272.853725,,,,,,n,6,1,G-Against,0-Parallel,BL-Blowing,0,none,moderate,calm,excellent,
6942,2015-06-21-K,2015-06-21-K-047,2015-06-21-K-042,6/21/2015,Y,MultiOb,1,4,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0655479,58.59981333,-136.0655479,6/21/2015,6/21/2015,402,6/21/2015,14:02:49,6/21/2015,20150621,14:02:49,63223,163.5756814,438074.6162,6495983.909,19.289835,438078.7429,6495976.983,442066.797,6495734.444,93.48024687,3995.422578,-70.09543452,Middle Bay,middle bay,middle bay,-232,2091.475895,-34,3242.442932,,,,,,n,6,1,G-Against,0-Parallel,BL-Blowing,0,none,moderate,calm,excellent,
6943,2015-06-21-K,2015-06-21-K-048,2015-06-21-K-048,6/21/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.059827,58.58999343,-136.059827,6/21/2015,6/21/2015,403,6/21/2015,14:04:46,6/21/2015,20150621,14:04:46,63247,164.0630911,438389.8121,6494885.348,18.341289,438393.8797,6494878.388,443868.3745,6492438.903,114.0181866,5993.42798,-50.04490445,Lower Bay,middle bay,middle bay,-120,2002.85875,-1,751.9570286,,,,,,n,6,1,U-Unsure,45-45-degrees,BL-Blowing,0,none,moderate,calm,excellent,
6944,2015-06-26-K,2015-06-26-K-002,2015-06-26-K-002,6/26/2015,Y,Single,1,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,y,13,,-136.0564559,58.5697855,-136.0564559,6/26/2015,6/26/2015,407,6/26/2015,7:31:14,6/26/2015,20150626,07:31:14,63764,9.672196849,438550.3628,6492632.417,14.7507386,438551.0962,6492648.624,437243.8886,6495392.817,334.5290103,3039.635666,-35.14318658,Lower Bay,middle bay,middle bay,-110,1699.340835,-142,1073.036113,,,,,,n,6,1,U-Unsure,90-Perpendicular,BL-Blowing,100,light,none,calm,good,
6945,2015-06-26-K,2015-06-26-K-003,2015-06-26-K-003,6/26/2015,Y,Single,1,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0540356,58.57932854,-136.0540356,6/26/2015,6/26/2015,408,6/26/2015,7:33:37,6/26/2015,20150626,07:33:37,63793,8.133922051,438707.8182,6493692.676,14.49036757,438708.1163,6493708.897,441537.6811,6496228.744,48.31358457,3788.940086,40.17966252,Lower Bay,middle bay,middle bay,-105,2076.567393,-84,3955.974731,,,,,,n,6,1,W-With,0-Parallel,BL-Blowing,100,light,none,1',good,
6946,2015-06-26-K,2015-06-26-K-004,2015-06-26-K-004,6/26/2015,N,MultiOb,2,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0507964,58.59262383,-136.0507964,6/26/2015,6/26/2015,409,6/26/2015,7:36:57,6/26/2015,20150626,07:36:57,63833,8.118030723,438919.338,6495169.952,14.65337775,438919.6316,6495186.173,432931.7228,6497129.092,287.9768843,6295.235172,-80.14114644,Lower Bay,middle bay,middle bay,-185,2564.138742,-113,683.3043936,,,,,,n,6,1,U-Unsure,U-Unsure,SA-Surface-active,100,light,none,1',good,
6947,2015-06-26-K,2015-06-26-K-005,2015-06-26-K-004,6/26/2015,Y,MultiOb,1,2,2015,Oosterdam,Katja,Starboard,n,humpback whale,1,n,0,,-136.0491014,58.59983076,-136.0491014,6/26/2015,6/26/2015,410,6/26/2015,7:38:44,6/26/2015,20150626,07:38:44,63854,7.961427319,439030.4003,6495970.794,14.68934387,439030.6495,6495987.016,437373.7812,6496352.08,282.4256661,1696.609725,-85.53576124,Middle Bay,middle bay,middle bay,-209,2913.832979,-239,1616.943544,,,,,,n,6,1,U-Unsure,U-Unsure,SA-Surface-active,100,light,none,1',good,
6948,2015-06-26-K,2015-06-26-K-020,2015-06-26-K-020,6/26/2015,N,MultiOb,5,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,5,n,0,,-136.3175173,58.74932326,-136.3175173,6/26/2015,6/26/2015,425,6/26/2015,15:22:46,6/26/2015,20150626,15:22:46,69416,127.8254465,423759.2457,6512889.008,12.83833271,423773.1893,6512880.715,429801.7606,6506219.092,137.8558361,8984.48015,10.03038957,Middle Bay,west arm,west arm,-288,3046.090667,-330,1899.874897,,,,,,n,6,1,U-Unsure,U-Unsure,BL-Blowing,100,none,light,1',excellent,
6949,2015-06-26-K,2015-06-26-K-021,2015-06-26-K-020,6/26/2015,N,MultiOb,4,2,2015,Oosterdam,Katja,Starboard,y,humpback whale,5,n,0,,-136.2527809,58.7196375,-136.2527809,6/26/2015,6/26/2015,426,6/26/2015,15:35:00,6/26/2015,20150626,15:35:00,69563,140.9005942,427443.2822,6509512.142,13.05536072,427454.9881,6509500.909,432488.6151,6503303.73,140.914947,7983.88562,0.014352856,Middle Bay,middle bay,middle bay,-393,3469.65676,-320,2794.747667,,,,,,n,6,1,U-Unsure,U-Unsure,DF-Dive-fluke-up,100,none,light,1',excellent,
6950,2015-06-26-K,2015-06-26-K-022,2015-06-26-K-022,6/26/2015,N,MultiOb,2,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,5,n,0,,-136.2314547,58.70678133,-136.2314547,6/26/2015,6/26/2015,427,6/26/2015,15:39:35,6/26/2015,20150626,15:39:35,69618,139.5455011,428652.0372,6508057.931,13.24622317,428664.0054,6508046.978,432712.4212,6502355.909,144.5733577,6984.119682,5.027856535,Middle Bay,middle bay,middle bay,-335,3492.507298,-306,3045.811877,,,,,,n,6,1,U-Unsure,U-Unsure,BL-Blowing,100,none,light,1',excellent,
6951,2015-06-26-K,2015-06-26-K-023,2015-06-26-K-020,6/26/2015,N,MultiOb,3,3,2015,Oosterdam,Katja,Starboard,y,humpback whale,5,n,0,,-136.215614,58.69726435,-136.215614,6/26/2015,6/26/2015,428,6/26/2015,15:42:59,6/26/2015,20150626,15:42:59,69659,140.8181774,429550.5399,6506981.62,13.49111807,429562.2619,6506970.403,433973.0132,6501555.618,140.8345854,6983.883566,0.016408,Middle Bay,middle bay,middle bay,-328,2532.187333,-309,3442.010041,,,,,,n,6,1,U-Unsure,90-Perpendicular,DF-Dive-fluke-up,100,none,light,1',excellent,
6952,2015-06-26-K,2015-06-26-K-024,2015-06-26-K-020,6/26/2015,N,MultiOb,2,4,2015,Oosterdam,Katja,Starboard,y,humpback whale,5,n,0,,-136.180189,58.67541592,-136.180189,6/26/2015,6/26/2015,429,6/26/2015,15:50:41,6/26/2015,20150626,15:50:41,69751,139.5810338,431560.6072,6504512.462,13.70658782,431572.5686,6504501.501,436099.2,6499183.208,139.5974418,6983.883566,0.016408,Middle Bay,middle bay,middle bay,-322,2151.871225,-278,2742.411976,,,,,,y,6,1,GT-Ag/To,45-45-degrees,SA-Surface-active,100,none,light,1',excellent,
6953,2015-06-26-K,2015-06-26-K-025,2015-06-26-K-024,6/26/2015,N,MultiOb,3,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,n,0,,-136.1536381,58.65957035,-136.1536381,6/26/2015,6/26/2015,430,6/26/2015,15:56:20,6/26/2015,20150626,15:56:20,69819,139.7115057,433069.8549,6502721.515,13.43084163,433081.7913,6502710.527,436348.1483,6497108.801,149.7536116,6484.475636,10.04210588,Middle Bay,middle bay,middle bay,-317,3360.594239,-246,1139.29345,,,,,,n,6,1,GT-Ag/To,45-45-degrees,BL-Blowing,100,none,light,1',excellent,
6954,2015-06-26-K,2015-06-26-K-026,2015-06-26-K-020,6/26/2015,Y,MultiOb,1,5,2015,Oosterdam,Katja,Starboard,y,humpback whale,6,n,0,,-136.1348677,58.64849467,-136.1348677,6/26/2015,6/26/2015,431,6/26/2015,16:00:19,6/26/2015,20150626,16:00:19,69867,139.1402123,434137.9234,6501469.833,13.42971396,434149.9688,6501458.965,436096.3682,6496330.352,159.2173572,5485.53868,20.07714494,Middle Bay,middle bay,middle bay,-307,3492.380083,-2,382.9872616,,,,,,n,6,1,A-Away,90-Perpendicular,BL-Blowing,100,none,light,1',excellent,
6955,2015-06-26-K,2015-06-26-K-027,2015-06-26-K-022,6/26/2015,Y,MultiOb,1,2,2015,Oosterdam,Katja,Starboard,y,humpback whale,5,n,0,,-136.1184625,58.63887367,-136.1184625,6/26/2015,6/26/2015,432,6/26/2015,16:03:47,6/26/2015,20150626,16:03:47,69908,138.8554413,435072.0873,6500382.693,13.51739889,435084.1866,6500371.885,436462.3896,6495579.899,163.9544548,4986.237717,25.09901349,Middle Bay,middle bay,middle bay,-288,3630.463478,-5,516.9646993,,,,,,n,6,1,A-Away,90-Perpendicular,BL-Blowing,100,none,light,1',excellent,
6956,2015-06-26-K,2015-06-26-K-028,2015-06-26-K-021,6/26/2015,Y,Single,1,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,6,n,0,,-136.1100693,58.63392533,-136.1100693,6/26/2015,6/26/2015,433,6/26/2015,16:05:33,6/26/2015,20150626,16:05:33,69930,139.8196704,435550.1743,6499823.679,13.77276539,435562.09,6499812.669,436826.5745,6496350.846,159.9344929,3685.530756,20.11482247,Middle Bay,middle bay,middle bay,-289,3203.130315,-209,1077.611061,,,,,,n,6,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,none,light,1',excellent,
6957,2015-06-26-K,2015-06-26-K-029,2015-06-26-K-024,6/26/2015,N,MultiOb,2,2,2015,Oosterdam,Katja,Starboard,n,humpback whale,6,n,0,,-136.0917193,58.62318006,-136.0917193,6/26/2015,6/26/2015,434,6/26/2015,16:09:23,6/26/2015,20150626,16:09:23,69976,138.7377858,436596.0424,6498609.876,13.91928602,436608.1638,6498599.093,435745.0982,6496101.319,199.0617659,2642.680114,60.32398015,Middle Bay,middle bay,middle bay,-254,2508.593722,-7,0,,,,,,n,6,1,T-Toward,90-Perpendicular,BL-Blowing,100,none,light,1',excellent,
6958,2015-06-26-K,2015-06-26-K-030,2015-06-26-K-024,6/26/2015,Y,MultiOb,1,3,2015,Oosterdam,Katja,Starboard,y,humpback whale,6,n,0,,-136.0847611,58.61917972,-136.0847611,6/26/2015,6/26/2015,435,6/26/2015,16:10:50,6/26/2015,20150626,16:10:50,69993,138.4148424,436992.9303,6498157.945,13.47655962,437005.1123,6498147.23,436041.254,6496398.946,208.868681,1996.376965,70.45383858,Middle Bay,middle bay,middle bay,-248,2370.595119,-2,383.2279604,,,,,,n,6,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,none,light,1',excellent,
6959,2015-06-26-K,2015-06-26-K-031,2015-06-26-K-031,6/26/2015,Y,Single,1,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0569989,58.5910042,-136.0569989,6/26/2015,6/26/2015,436,6/26/2015,16:19:29,6/26/2015,20150626,16:19:29,70097,164.7376724,438555.9769,6494995.291,13.38872564,438562.1445,6494980.285,438796.7075,6495060.977,71.01626736,248.0544184,-93.721405,Lower Bay,middle bay,middle bay,-154,2179.088385,-154,2426.25389,,,,,,y,6,1,W-With,0-Parallel,BL-Blowing,100,none,light,1',excellent,
6960,2015-06-26-K,2015-06-26-K-032,2015-06-26-K-032,6/26/2015,Y,Single,1,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0527641,58.56247438,-136.0527641,6/26/2015,6/26/2015,437,6/26/2015,16:27:17,6/26/2015,20150626,16:27:17,70190,185.5868927,438752.3262,6491815.065,13.88393607,438752.7493,6491798.847,435842.6551,6487748.914,215.6992781,4987.043176,30.11238535,Lower Bay,middle bay,middle bay,-103,2037.63619,-77,1324.422429,,,,,,n,6,1,U-Unsure,U-Unsure,BL-Blowing,100,none,light,1',excellent,
6961,2015-06-26-K,2015-06-26-K-033,2015-06-26-K-033,6/26/2015,Y,Single,1,1,2015,Oosterdam,Katja,Starboard,y,humpback whale,1,y,13,,-136.0569369,58.53065936,-136.0569369,6/26/2015,6/26/2015,438,6/26/2015,16:35:54,6/26/2015,20150626,16:35:54,70294,185.7148718,438453.8293,6488276.783,13.66691843,438454.2162,6488260.564,440312.7376,6485550.205,145.5611558,3286.357468,-40.15371595,Lower Bay,middle bay,middle bay,-97,2695.610142,-68,0,,,,,,y,6,1,WT-With/To,45-45-degrees,BL-Blowing,100,none,light,1',excellent,
6962,2015-06-28-K,2015-06-28-K-002,2015-06-28-K-002,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,y,13,,-136.0534423,58.48768744,-136.0534423,6/28/2015,6/28/2015,441,6/28/2015,6:24:10,6/28/2015,20150628,06:24:10,70436,337.8524679,438582.2945,6483489.372,12.14464603,438577.4978,6483495.852,435684.376,6483380.703,267.7207763,2895.412394,-70.13169157,Lower Bay,lower bay,lower bay,-88,2526.877142,,0,,,,,,n,6,1,U-Unsure,0-Parallel,BL-Blowing,100,none,light,calm,excellent,
6963,2015-06-28-K,2015-06-28-K-003,2015-06-28-K-003,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,y,13,,-136.0541045,58.48850928,-136.0541045,6/28/2015,6/28/2015,442,6/28/2015,6:24:26,6/28/2015,20150628,06:24:26,70439,338.1226084,438545.121,6483581.476,12.15086242,438540.3549,6483587.978,435899.3363,6484995.536,298.0558283,2992.690448,-40.06678019,Lower Bay,lower bay,lower bay,-89,2482.566051,,0,,,,,,n,6,1,U-Unsure,0-Parallel,BL-Blowing,100,none,light,calm,excellent,
6964,2015-06-28-K,2015-06-28-K-004,2015-06-28-K-004,6/28/2015,N,MultiOb,2,1,2015,Volendam,Katja,Starboard,y,humpback whale,3,y,13,,-136.0590207,58.49634049,-136.0590207,6/28/2015,6/28/2015,443,6/28/2015,6:26:53,6/28/2015,20150628,06:26:53,70469,348.7564015,438272.2623,6484457.856,12.08153101,438268.7779,6484465.126,435964.8704,6487089.525,318.7207504,3492.199987,-30.03565112,Lower Bay,lower bay,lower bay,-92,2171.622068,-76,919.4715736,,,,,,n,6,1,GA-Ag/Away,45-45-degrees,BL-Blowing,100,none,light,calm,excellent,
6965,2015-06-28-K,2015-06-28-K-005,2015-06-28-K-004,6/28/2015,Y,MultiOb,1,2,2015,Volendam,Katja,Starboard,y,humpback whale,3,y,13,,-136.0606811,58.50404371,-136.0606811,6/28/2015,6/28/2015,444,6/28/2015,6:29:16,6/28/2015,20150628,06:29:16,70497,358.0647793,438189.0269,6485317.006,11.93428025,438186.7643,6485324.744,435336.9484,6486247.269,287.9374842,2995.413628,-70.12729507,Lower Bay,lower bay,lower bay,-98,1897.027643,-1,0,,,,,,n,6,1,GA-Ag/Away,45-45-degrees,BL-Blowing,100,none,light,calm,excellent,
6966,2015-06-28-K,2015-06-28-K-006,2015-06-28-K-005,6/28/2015,Y,MultiOb,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,y,13,,-136.0611485,58.51086449,-136.0611485,6/28/2015,6/28/2015,445,6/28/2015,6:31:18,6/28/2015,20150628,06:31:18,70522,359.9266433,438173.7812,6486076.816,11.99938903,438171.7712,6486084.623,435711.2591,6486507.775,279.7581028,2496.633151,-80.1685405,Lower Bay,lower bay,lower bay,-99,1968.449444,-31,331.9850303,,,,,,n,6,1,U-Unsure,U-Unsure,SA-Surface-active,100,none,light,calm,excellent,
6967,2015-06-28-K,2015-06-28-K-007,2015-06-28-K-005,6/28/2015,N,MultiOb,2,2,2015,Volendam,Katja,Starboard,n,humpback whale,5,y,13,,-136.0603412,58.52186138,-136.0603412,6/28/2015,6/28/2015,446,6/28/2015,6:34:39,6/28/2015,20150628,06:34:39,70562,6.479886666,438240.1421,6487300.396,12.17485963,438239.0363,6487308.381,434571.7632,6487717.05,276.3586174,3689.973161,-90.12126928,Lower Bay,lower bay,lower bay,-97,2360.77425,-20,167.5988861,,,,,,n,6,1,G-Against,0-Parallel,BL-Blowing,100,none,light,calm,excellent,
6968,2015-06-28-K,2015-06-28-K-009,2015-06-28-K-009,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,2,n,0,,-136.0519552,58.56286406,-136.0519552,6/28/2015,6/28/2015,448,6/28/2015,6:46:35,6/28/2015,20150628,06:46:35,70705,7.531432551,438800.0658,6491857.712,14.00283304,438799.1067,6491865.716,442371.6353,6494595.162,52.61983478,4495.86826,45.08840223,Lower Bay,middle bay,middle bay,-103,2067.493569,-23,2508.461984,,,,,,n,6,1,WT-With/To,45-45-degrees,SA-Surface-active,100,none,light,calm,excellent,
6969,2015-06-28-K,2015-06-28-K-010,2015-06-28-K-010,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,3,n,0,,-136.0504626,58.56978072,-136.0504626,6/28/2015,6/28/2015,449,6/28/2015,6:48:15,6/28/2015,20150628,06:48:15,70725,7.638485132,438898.9426,6492626.416,16.03906542,438897.9985,6492634.422,442277.6658,6494767.436,57.74268864,3996.486126,50.1042035,Lower Bay,middle bay,middle bay,-110,2047.48139,-12,2644.295312,,,,,,n,6,1,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,light,calm,excellent,
6970,2015-06-28-K,2015-06-28-K-011,2015-06-28-K-011,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0530209,58.58655375,-136.0530209,6/28/2015,6/28/2015,450,6/28/2015,6:52:02,6/28/2015,20150628,06:52:02,70770,345.2142382,438779.4341,6494496.166,16.25116142,438775.5072,6494503.206,436993.0004,6501264.355,345.2306268,6992.171771,0.016388551,Lower Bay,middle bay,middle bay,-125,2225.987885,-266,2745.516701,,,,,,n,6,1,U-Unsure,U-Unsure,SA-Surface-active,100,none,strong,1',excellent,
6971,2015-06-28-K,2015-06-28-K-012,2015-06-28-K-012,6/28/2015,N,MultiOb,3,1,2015,Volendam,Katja,Starboard,n,humpback whale,3,n,0,,-136.0597581,58.59875905,-136.0597581,6/28/2015,6/28/2015,451,6/28/2015,6:54:44,6/28/2015,20150628,06:54:44,70803,344.9284131,438409.2205,6495861.205,17.65998979,438405.2585,6495868.226,434800.3161,6496823.376,284.8398628,3729.332703,-60.08855027,Middle Bay,middle bay,middle bay,-215,2310.850055,-68,199.0610011,,,,,,n,6,1,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,strong,1',excellent,
6972,2015-06-28-K,2015-06-28-K-013,2015-06-28-K-012,6/28/2015,N,MultiOb,2,2,2015,Volendam,Katja,Starboard,n,humpback whale,3,n,0,,-136.0641524,58.60688397,-136.0641524,6/28/2015,6/28/2015,452,6/28/2015,6:56:26,6/28/2015,20150628,06:56:26,70823,345.2152281,438168.1896,6496769.832,18.0481578,438164.2628,6496776.873,435447.2564,6496780.053,270.0670598,2717.008225,-75.1481683,Middle Bay,middle bay,middle bay,-226,2480.548213,-46,407.9689781,,,,,,n,6,1,G-Against,0-Parallel,BL-Blowing,100,none,strong,1',excellent,
6973,2015-06-28-K,2015-06-28-K-014,2015-06-28-K-012,6/28/2015,Y,MultiOb,1,3,2015,Volendam,Katja,Starboard,n,humpback whale,3,n,0,,-136.0756807,58.62809144,-136.0756807,6/28/2015,6/28/2015,453,6/28/2015,7:00:49,6/28/2015,20150628,07:00:49,70876,344.8146813,437536.2345,6499141.642,18.31525938,437532.2586,6499148.656,434947.7293,6498676.582,259.6488105,2627.288654,-85.16587083,Middle Bay,middle bay,middle bay,-250,3493.86172,-217,2011.079982,,,,,,n,6,1,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,strong,1',excellent,
6974,2015-06-28-K,2015-06-28-K-015,2015-06-28-K-015,6/28/2015,N,MultiOb,2,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.0759235,58.62852881,-136.0759235,6/28/2015,6/28/2015,454,6/28/2015,7:00:54,6/28/2015,20150628,07:00:54,70877,344.785831,437522.9155,6499190.563,18.34177806,437518.936,6499197.574,436126.7846,6500160.387,304.6677608,1692.658972,-40.11807017,Middle Bay,middle bay,middle bay,-250,3529.556859,-226,3668.131715,,,,,,y,6,1,U-Unsure,U-Unsure,BL-Blowing,100,none,strong,1',excellent,
6975,2015-06-28-K,2015-06-28-K-016,2015-06-28-K-015,6/28/2015,Y,MultiOb,1,2,2015,Volendam,Katja,Starboard,n,humpback whale,1,n,0,,-136.0851968,58.64208821,-136.0851968,6/28/2015,6/28/2015,455,6/28/2015,7:03:45,6/28/2015,20150628,07:03:45,70911,333.3392858,437008.8763,6500708.872,18.32006313,437003.5845,6500714.954,436068.7814,6501114.505,293.1426985,1016.611026,-40.19658727,Middle Bay,middle bay,middle bay,-264,3206.836505,-287,3422.458687,,,,,,n,6,1,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,none,strong,1',excellent,
6976,2015-06-28-K,2015-06-28-K-017,2015-06-28-K-017,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,n,humpback whale,1,n,0,,-136.0959065,58.65049719,-136.0959065,6/28/2015,6/28/2015,456,6/28/2015,7:05:44,6/28/2015,20150628,07:05:44,70935,321.6505018,436402.5503,6501655.191,18.54606165,436396.1361,6501660.075,433917.2802,6500314.24,241.5013215,2820.637859,-80.14918032,Middle Bay,middle bay,middle bay,-290,2798.403185,-276,2576.999254,,,,,,n,6,1,GT-Ag/To,45-45-degrees,SA-Surface-active,100,none,strong,1',excellent,
6977,2015-06-28-K,2015-06-28-K-018,2015-06-28-K-018,6/28/2015,N,MultiOb,3,1,2015,Volendam,Katja,Starboard,n,humpback whale,1,n,0,,-136.7187217,58.88220065,-136.7187217,6/28/2015,6/28/2015,457,6/28/2015,8:23:08,6/28/2015,20150628,08:23:08,71864,287.6393458,400925.3257,6528207.425,18.71872809,400917.2769,6528207.886,399239.4674,6527513.918,247.5292745,1815.663872,-40.11007132,West Arm,west arm,west arm,-219,1494.148458,-105,28.10202249,,,,,,n,6,1,G-Against,0-Parallel,SA-Surface-active,100,none,light,calm,poor,
6978,2015-06-28-K,2015-06-28-K-019,2015-06-28-K-018,6/28/2015,N,MultiOb,2,2,2015,Volendam,Katja,Starboard,n,humpback whale,1,n,0,,-136.727752,58.88356673,-136.727752,6/28/2015,6/28/2015,458,6/28/2015,8:24:05,6/28/2015,20150628,08:24:05,71875,287.7942995,400408.7784,6528372.91,18.68080298,400400.7308,6528373.392,399658.7413,6527405.769,217.4815924,1219.361707,-70.31270702,West Arm,west arm,west arm,-260,1239.939208,,33.19828992,,,,,,n,6,1,G-Against,0-Parallel,SA-Surface-active,100,none,light,calm,poor,
6979,2015-06-28-K,2015-06-28-K-020,2015-06-28-K-018,6/28/2015,Y,MultiOb,1,3,2015,Volendam,Katja,Starboard,n,humpback whale,1,n,0,,-136.7341661,58.88454365,-136.7341661,6/28/2015,6/28/2015,459,6/28/2015,8:24:45,6/28/2015,20150628,08:24:45,71883,287.8086864,400041.9287,6528491.228,18.64710268,400033.8813,6528491.713,399697.8943,6527420.244,197.4101835,1122.91195,-90.39850288,West Arm,west arm,west arm,-267,1184.11527,,59.2893292,,,,,,n,6,1,G-Against,0-Parallel,SA-Surface-active,100,none,light,calm,poor,
6980,2015-06-28-K,2015-06-28-K-034,2015-06-28-K-034,6/28/2015,Y,MultiOb,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.1947114,58.6908413,-136.1947114,6/28/2015,6/28/2015,473,6/28/2015,13:46:31,6/28/2015,20150628,13:46:31,75744,140.0187788,430749.1031,6506244.741,19.49562182,430755.6538,6506240.042,436658.2695,6507284.69,79.96368798,5994.344119,-60.05509082,Middle Bay,middle bay,middle bay,-316,2446.976795,-136,3614.173624,,,,,,n,6,1,U-Unsure,U-Unsure,SA-Surface-active,50,none,none,1',excellent,
6981,2015-06-28-K,2015-06-28-K-035,2015-06-28-K-034,6/28/2015,N,MultiOb,2,2,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.1816985,58.68299031,-136.1816985,6/28/2015,6/28/2015,474,6/28/2015,13:48:25,6/28/2015,20150628,13:48:25,75767,140.4443754,431487.9368,6505357.291,19.68860251,431494.4524,6505352.543,436113.9603,6509178.24,50.36977031,5997.983484,-90.0746051,Middle Bay,middle bay,middle bay,-316,2491.93563,-119,4468.940428,,,,,,n,6,1,U-Unsure,U-Unsure,SA-Surface-active,50,none,none,1',excellent,
6982,2015-06-28-K,2015-06-28-K-036,2015-06-28-K-036,6/28/2015,Y,Single,1,1,2015,Volendam,Katja,Starboard,y,humpback whale,1,n,0,,-136.1256521,58.64868209,-136.1256521,6/28/2015,6/28/2015,475,6/28/2015,13:56:39,6/28/2015,20150628,13:56:39,75866,140.174947,434673.0724,6501481.689,19.72065068,434679.6103,6501476.971,438906.3418,6503007.851,70.09012721,4495.425562,-70.08481982,Middle Bay,middle bay,middle bay,-260,3886.099517,-56,592.4162641,,,,,,n,6,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,50,none,none,1',excellent,
